,starting_station,ending_station,count_of_trips,start_lat,start_lng,end_lat,end_lng
148938,Broadway & W 58 St,E 40 St & Park Ave,84,40.76695317,-73.98169333,40.750756,-73.978326
149356,Broadway & W 58 St,W 56 St & 10 Ave,84,40.76695317,-73.98169333,40.768254,-73.988639
150027,Broadway & W 61 St,W 76 St & Columbus Ave,84,40.77003010255044,-73.9819684624672,40.7801839724239,-73.97728532552719
158725,Calyer St & Guernsey St,Wythe Ave & Metropolitan Ave,84,40.72755807335852,-73.95505852997303,40.716887,-73.963198
162150,Carmine St & 6 Ave,Barrow St & Hudson St,84,40.73038599,-74.00214988,40.73172428,-74.00674436
163732,Carroll St & Bond St,Carroll St & Bond St,84,40.6786115,-73.99037292,40.6786115,-73.99037292
172763,Central Park S & 6 Ave,W 67 St & Broadway,84,40.76590936,-73.97634151,40.77492513,-73.98266566
172939,Central Park W & W 103 St,Columbus Ave & W 95 St,84,40.79558954105342,-73.96188408136368,40.7919557,-73.968087
179245,Cherry St,Old Slip & South St,84,40.71219906,-73.97948148,40.70336686695866,-74.007867872715
181611,Classon Ave & St Marks Ave,Grand Ave & Bergen St,84,40.6765198,-73.9596082,40.678045,-73.962408
185759,Clinton St & 4 Place,1 Pl & Clinton St,84,40.6783563,-74.00014502,40.6809591,-73.99905709
